,FirstBlood,WardsPlacedDiff,WardsDestroyedDiff,KillsDiff,AssistsDiff,Dragons,Heralds,TowersDestroyedDiff,GoldDiff,AvgLevelDiff,ExperienceDiff,CSdiff,JungleMinionsKilledDiff
2656,0,-3,-2,-7,-5,-1,0,0,-2330,-0.40000000000000036,-1189,-20,0
410,1,24,-2,-1,-3,-1,0,0,-416,-0.40000000000000036,-907,2,-8
8816,1,29,-2,9,10,-1,0,0,4089,1.0,3372,52,-18
3074,0,-4,2,-5,-5,1,0,0,-2968,-0.40000000000000036,-2159,6,-7
2560,0,-26,0,1,4,1,-1,0,-555,-0.40000000000000036,-1462,-40,-17
2476,1,0,0,1,-1,1,-1,0,-1149,-0.20000000000000018,-1327,-87,0
3492,0,-2,4,3,4,1,0,0,1243,0.20000000000000018,1506,-11,-4
813,0,-4,2,-1,1,-1,-1,0,-512,-0.20000000000000018,-844,5,-8
2723,0,-18,-3,-6,-2,-1,1,0,-3712,-0.5999999999999996,-3375,-39,11
9040,1,-3,1,0,2,1,0,0,-1851,-0.40000000000000036,-1875,-30,-2
5847,1,2,0,9,15,1,0,0,2806,-0.20000000000000018,-579,-6,-12
461,1,-1,-4,4,1,-1,1,0,1820,0.0,806,13,-12
8024,0,4,-3,0,0,-1,0,0,95,0.20000000000000018,772,7,-1
1389,1,-1,0,3,3,0,0,0,1863,0.6000000000000005,2270,-6,-5
5358,0,-57,2,-3,-3,-1,0,0,53,-0.20000000000000018,-48,44,1
1049,1,-2,1,3,0,-1,0,0,-17,-0.20000000000000018,-355,11,-17
5932,0,-6,1,5,11,-1,0,0,2851,0.6000000000000005,1140,-3,-16
5729,0,-197,-1,9,10,1,-1,1,3309,0.6000000000000005,2603,-2,-4
8571,1,-22,-3,-5,-16,-1,-1,-1,-4843,-0.20000000000000018,-2306,-32,5
1518,0,-13,2,1,3,0,0,0,554,0.0,-702,26,-25
3072,0,-2,-2,-6,-15,1,0,0,-2587,-0.20000000000000018,-1470,-36,-4
9453,1,3,0,4,3,1,0,0,1471,0.20000000000000018,806,-7,3
6671,1,-1,-2,3,5,1,-1,0,-498,-0.1999999999999993,-2244,-68,-20
5049,0,2,1,-8,-4,-1,0,0,-3811,-0.7999999999999998,-3107,4,-24
4773,1,-1,-1,0,-2,-1,1,0,1140,0.0,-531,10,7
3228,1,4,1,-2,-3,0,-1,0,-1944,-0.20000000000000018,-1062,-5,-17
2555,0,22,2,-3,3,1,0,0,-2343,-0.40000000000000036,-2188,-38,-28
3883,0,-3,0,-3,-3,-1,0,0,-2345,-0.7999999999999998,-2959,-6,-40
8360,0,26,-7,-8,-4,-1,0,0,-2609,0.0,-2248,-6,-16
4371,1,2,-2,-5,-7,0,1,0,-1634,-0.5999999999999996,-2844,-11,12
5104,0,1,-2,-5,-10,-1,-1,0,-2317,-0.20000000000000018,-1330,7,4
8650,0,1,-2,-6,-7,0,0,0,-2840,-0.7999999999999998,-1360,11,-14
7053,0,-6,4,0,-4,0,-1,0,1382,0.8000000000000007,2107,16,21
5824,1,4,-3,2,2,1,1,0,1329,0.5999999999999996,1625,11,-17
920,1,36,-1,2,3,0,0,0,1933,0.40000000000000036,2792,28,11
7913,1,15,1,4,7,0,0,0,1652,0.5999999999999996,701,-43,9
8966,1,-7,-2,1,6,1,1,0,106,-0.20000000000000018,-1098,34,-3
6250,0,-1,0,-1,3,-1,-1,0,1224,0.20000000000000018,625,13,-4
6814,1,5,-5,2,8,0,0,0,541,0.0,875,-43,3
944,1,-24,3,3,5,1,-1,1,3400,0.40000000000000036,2400,26,11
4448,1,-3,2,5,9,1,0,0,2306,0.40000000000000036,1659,8,-4
28,1,40,2,2,2,1,0,0,1320,0.0,-413,-6,13
7481,1,4,-1,1,1,1,0,0,528,-0.6000000000000005,-805,27,-33
6734,1,-5,0,1,-3,1,-1,0,844,0.40000000000000036,1636,35,0
723,0,-3,0,-9,-15,-1,0,0,-3941,-0.8000000000000007,-2386,37,-4
3188,1,-3,2,5,4,0,0,0,1167,0.20000000000000018,510,-39,1
5570,1,-1,4,-2,0,0,-1,1,2154,0.0,25,55,8
1427,0,3,2,-1,1,1,0,0,-2419,-1.0,-3313,-74,9
327,1,-8,4,4,4,1,1,0,3574,0.20000000000000018,1210,55,7
9604,1,3,0,0,2,1,0,0,662,0.20000000000000018,33,28,9
4194,0,10,-2,-1,-2,1,-1,0,-1782,0.0,-308,-67,15
1233,1,-13,1,-1,1,-1,0,0,292,0.0,-206,-3,15
217,1,107,-1,1,4,0,1,0,1034,0.20000000000000018,706,-2,4
3244,0,-2,-1,1,3,1,-1,0,-968,-0.39999999999999947,-3,-17,10
2805,0,-18,2,-11,-13,-1,0,0,-5423,-1.0,-4119,4,0
2518,0,-1,1,-2,2,0,0,0,-245,0.0,-1208,-24,-3
1043,1,4,-2,-4,2,-1,0,0,-2484,-0.6000000000000005,-3235,-47,-8
7140,1,3,0,-3,0,-1,0,0,-1309,0.0,-1408,-31,26
9861,0,-4,0,-9,-7,0,0,0,-5087,-1.0,-4618,-28,-39
874,1,1,-1,6,8,1,1,0,4616,0.6000000000000005,2050,60,-13
3904,1,-76,1,0,0,-1,1,0,-837,0.0,-451,5,-32
8262,1,-4,0,-1,-1,-1,0,0,-365,-0.20000000000000018,-1278,10,-11
1188,0,-3,3,-6,-5,-1,-1,-1,-4490,-0.8000000000000007,-3582,-29,-10
8566,0,35,2,-1,-1,-1,1,0,-444,0.0,240,24,5
5550,1,2,1,6,13,1,1,0,3373,0.40000000000000036,1784,23,13
641,1,-59,-1,1,3,1,1,0,-197,-0.40000000000000036,-2391,-17,-2
6595,1,12,0,7,16,-1,0,0,3759,0.20000000000000018,1339,37,-27
5498,1,-8,2,-1,-5,-1,-1,0,-947,0.0,-1040,-26,3
224,0,-20,2,5,10,1,0,0,2242,0.40000000000000036,727,-12,5
4197,1,0,1,3,5,0,0,0,2246,0.40000000000000036,2898,5,31
5566,0,-28,-3,-2,0,0,0,0,-1449,0.0,-349,-6,-21
6277,0,33,3,1,7,1,0,0,-166,-0.20000000000000018,-337,-34,7
7851,1,4,2,4,7,0,0,0,2199,0.20000000000000018,459,-24,-5
5691,0,2,2,-1,-2,-1,1,0,-38,0.40000000000000036,2015,-5,3
6985,0,19,4,-3,-4,-1,1,0,-1462,0.0,-607,-5,-6
9740,0,-48,15,-9,-10,-1,0,0,-5751,-0.7999999999999998,-4242,-57,-1
5700,1,4,1,-6,-5,1,0,0,-3541,-1.0,-4118,-47,2
8652,1,20,-3,-2,1,1,-1,-2,-2783,-0.1999999999999993,-2017,-56,0
7698,0,-44,0,-1,-4,-1,0,0,-486,0.0,180,-8,11
5925,1,41,0,3,-1,0,1,1,3766,0.5999999999999996,3001,38,24
3144,1,2,2,1,1,1,0,0,1699,0.0,638,35,-1
2155,1,-3,1,-4,-5,-1,0,0,-1260,-0.39999999999999947,-2264,-16,3
450,1,0,1,3,7,1,-1,0,2287,-0.40000000000000036,-268,35,-20
2415,0,0,2,-3,-5,1,0,0,-1571,-0.20000000000000018,-693,31,-6
6164,0,-6,-1,-1,0,1,0,0,-987,-0.40000000000000036,-555,-42,1
3574,1,1,0,0,-3,-1,1,0,861,0.40000000000000036,1078,6,-1
3899,0,1,-2,-10,-17,0,0,0,-4637,-0.7999999999999998,-3355,-24,-16
7057,0,-110,1,4,3,0,1,0,468,0.6000000000000005,2091,-18,-4
615,0,14,3,4,7,-1,0,0,4492,0.6000000000000005,3211,49,22
7523,0,-6,-1,-5,-10,-1,1,0,-2160,0.0,-88,9,5
1368,0,71,-2,-2,-2,-1,0,0,-2609,-0.5999999999999996,-1786,-52,-11
1593,0,-1,-2,-1,-1,-1,-1,0,-341,-0.20000000000000018,-1982,17,-9
7958,1,4,1,3,4,1,0,0,1306,0.20000000000000018,431,-14,-3
9514,1,-1,-1,-1,-6,0,0,0,566,0.0,-57,27,1
3363,1,1,1,0,1,0,0,0,1099,0.20000000000000018,-622,52,-13
7300,0,-2,-2,-8,-10,-1,-1,0,-5373,-0.6000000000000005,-4474,-55,1
6669,0,0,5,1,-5,1,0,0,515,0.6000000000000005,1691,10,17
4981,1,26,-2,3,3,-1,0,0,1100,0.0,170,42,-2
6487,1,0,4,1,-7,-1,0,0,1209,0.0,1099,26,-9
4795,0,0,1,5,9,1,0,0,3440,0.7999999999999998,2199,18,5
2896,0,0,1,-3,-6,-1,-1,0,-1972,-0.40000000000000036,-1621,-29,9
1868,1,-1,-3,2,0,-1,-1,0,205,-0.20000000000000018,-1306,9,-39
2788,1,-30,4,2,5,0,0,0,413,0.0,-857,26,-21
9741,0,-5,1,1,0,0,1,0,1092,0.20000000000000018,1401,-28,43
456,0,1,-2,-1,1,-1,0,0,-1610,-0.39999999999999947,-1393,-15,-12
7291,0,0,-2,-3,-7,-1,-1,0,-900,0.40000000000000036,267,36,0
5212,0,65,3,0,3,-1,0,0,1441,0.0,922,15,7
95,0,1,-1,-5,-9,-1,0,0,-1796,0.0,-749,-1,15
1548,0,-1,1,-4,-4,-1,1,0,-1624,-0.8000000000000007,-2019,15,-19
2328,0,-41,2,6,7,-1,1,0,2011,0.8000000000000007,2996,1,-5
2295,0,2,-2,2,2,0,-1,0,2026,0.0,460,62,-13
4298,0,-1,-2,4,7,1,1,0,937,0.20000000000000018,530,7,-18
9578,0,-2,1,-5,-4,-1,0,0,-2082,-0.6000000000000005,-2125,3,-11
2257,1,0,-4,2,-2,0,0,0,-44,-0.40000000000000036,-2245,-40,27
329,0,7,-3,-4,-7,0,-1,0,-3128,-0.5999999999999996,-2320,-39,-10
3471,1,24,0,-3,-9,-1,0,0,-2662,-0.5999999999999996,-2170,-25,-11
4437,1,0,2,8,11,-1,1,1,5448,1.0,4419,26,-7
2360,1,21,0,4,3,1,1,0,1910,0.0,1136,3,20
8515,0,-73,1,-9,-11,0,-1,-1,-5458,-0.6000000000000005,-3613,2,8
3968,1,-1,1,-1,-3,-1,0,0,739,0.39999999999999947,1639,76,-12
2019,1,2,2,3,15,1,1,0,2123,0.20000000000000018,1219,15,-19
7838,1,24,3,4,2,0,0,0,1811,0.40000000000000036,875,28,-15
6060,0,3,0,4,4,1,0,0,2783,0.40000000000000036,1844,51,4
8813,0,-10,4,2,-1,-1,0,0,1019,0.20000000000000018,1368,37,-9
6644,1,12,1,4,3,-1,1,0,2695,0.40000000000000036,1696,25,-21
7124,1,-9,-3,3,3,0,0,0,-24,-0.20000000000000018,-1070,-58,2
432,1,-4,4,-6,-9,-1,-1,0,-2846,-0.6000000000000005,-2325,-28,-6
2587,0,123,1,2,6,-1,0,0,-120,-0.20000000000000018,-1620,6,-35
2312,1,-3,-2,-2,-3,-1,0,0,-1712,-0.40000000000000036,-2334,-31,-10
5545,1,-9,-1,2,-1,0,0,0,2481,0.20000000000000018,1470,23,28
1121,1,38,0,5,11,1,0,0,1209,0.0,574,-43,25
1836,1,0,3,11,9,0,0,1,7579,1.0,4666,69,-14
3137,0,-3,-3,-6,1,-1,-1,0,-1734,-1.0,-3696,2,-4
6567,1,-2,-1,3,1,-1,0,0,1428,0.0,1200,-24,7
3209,0,-19,-3,0,0,0,0,0,766,-0.20000000000000018,331,31,-5
3687,0,24,2,-1,2,0,0,0,-816,0.20000000000000018,332,-16,-24
1133,0,-21,1,0,-1,-1,-1,0,622,-0.20000000000000018,319,1,-14
5956,1,4,0,3,5,-1,0,0,1343,0.20000000000000018,519,9,-24
2309,0,-2,-4,-1,-3,-1,0,0,-1999,-0.40000000000000036,-647,-24,-21
9345,0,21,-1,-6,-9,0,1,0,-2467,-0.7999999999999998,-1494,-31,14
9430,1,92,-2,-1,-3,0,-1,0,-1862,-0.40000000000000036,-1326,-53,-9
8062,1,-5,-3,2,5,-1,0,0,166,-0.5999999999999996,-1644,-4,-15
3080,1,4,-1,4,14,0,0,0,3544,0.5999999999999996,2399,38,16
6621,1,-2,1,4,0,-1,1,0,2329,0.5999999999999996,1331,51,-7
8681,1,7,1,6,3,1,0,0,2696,0.40000000000000036,2452,39,-8
5356,0,1,1,-3,-2,0,0,0,-1148,0.0,-818,8,3
7413,1,1,-2,3,6,1,1,0,52,-0.20000000000000018,221,-19,6
8394,1,-2,4,2,2,1,1,1,2518,0.40000000000000036,860,19,-3
2576,1,-1,-1,4,7,1,0,0,1422,0.0,775,6,-7
8538,0,2,-2,0,-2,-1,-1,0,-132,0.20000000000000018,-330,0,-21
9797,0,4,1,2,0,0,0,0,1882,0.20000000000000018,1490,28,4
8205,0,0,1,0,-2,1,0,0,-558,-0.5999999999999996,-1482,-19,-4
7911,1,-24,1,6,6,1,0,0,1872,0.40000000000000036,1869,-48,7
6593,1,-22,-1,-6,-9,-1,0,0,-3485,-0.6000000000000005,-2423,-42,2
5603,1,-5,-2,-2,-3,-1,-1,-1,-1761,0.0,37,-7,8
8155,0,-2,-1,-1,0,-1,1,0,-359,0.20000000000000018,784,19,-5
7732,1,43,-1,1,5,-1,0,0,179,-0.1999999999999993,-417,-7,-16
605,1,2,-1,1,0,0,0,0,792,-0.20000000000000018,-622,35,-7
8974,1,-4,3,-2,-2,0,0,0,777,0.20000000000000018,576,36,14
4968,0,-4,-1,-3,-3,1,0,0,-626,0.0,895,8,21
6996,1,3,3,6,10,1,1,0,3249,0.40000000000000036,1410,-15,-5
2725,0,-6,2,0,-2,-1,0,0,629,0.0,753,11,4
8136,1,1,0,4,6,1,0,0,2170,0.40000000000000036,2480,-4,24
9052,1,-22,0,4,3,-1,1,2,5305,0.0,382,41,0
5998,1,-12,5,2,1,1,0,0,742,0.6000000000000005,2904,36,-13
2446,1,24,3,5,5,-1,-1,0,4253,0.6000000000000005,2731,38,-1
8921,1,-12,-5,6,6,1,0,1,2394,-0.20000000000000018,-1292,1,-52
4047,1,-7,2,4,4,1,0,0,1353,0.20000000000000018,1332,-5,10
3913,1,-69,1,-2,-4,-1,0,0,-1257,-0.20000000000000018,-1406,-3,6
3183,1,-1,2,4,8,0,-1,-1,1070,0.40000000000000036,1731,28,-24
1267,1,1,1,4,4,-1,0,0,2606,0.20000000000000018,964,20,1
3581,0,-1,3,0,-2,1,0,0,-1620,-0.40000000000000036,-1655,-33,-24
1441,0,-25,-1,-1,-1,-1,-1,0,-1335,0.0,-172,9,-8
9154,1,9,0,10,12,-1,0,1,6968,0.8000000000000007,4379,68,-17
7073,0,-4,1,-4,-12,0,1,0,-2558,-0.40000000000000036,-828,-44,-9
2022,1,-5,-1,-1,0,1,0,0,-970,-0.20000000000000018,-482,-30,1
6718,0,3,0,1,1,1,0,0,323,0.0,392,3,-4
9719,0,-2,-2,-6,-17,-1,0,0,-4191,-0.8000000000000007,-2861,-37,-2
7627,0,-4,0,-7,-13,-1,0,0,-3046,-0.6000000000000005,-1990,-1,11
2087,0,-13,2,-2,2,-1,-1,0,-14,-0.20000000000000018,-776,-2,5
2990,1,72,3,7,13,1,0,0,3851,0.7999999999999998,1574,0,-3
3450,1,-6,2,0,1,-1,0,0,-959,-0.40000000000000036,-1331,-7,-31
1708,0,-4,1,-1,0,-1,0,0,-859,-0.6000000000000005,-2114,-25,-14
4300,0,0,1,2,3,-1,1,0,496,0.20000000000000018,187,-27,11
6585,1,3,2,3,6,0,0,0,2672,0.40000000000000036,1784,20,12
4728,1,11,1,-2,-5,-1,1,0,-1370,-0.40000000000000036,-1269,-41,15
9519,0,7,-2,-2,0,-1,-1,0,-1222,0.0,-874,-2,-19
2382,0,23,0,2,1,1,0,0,23,0.0,-338,-2,0
3288,1,2,0,-1,-2,-1,0,0,-811,-0.20000000000000018,-798,14,-8
4444,0,1,-6,-3,-3,-1,0,0,-1647,-0.6000000000000005,-1866,-14,0
6114,0,-4,1,6,12,1,0,0,2865,0.5999999999999996,2606,-10,1
3143,1,28,-8,-5,2,1,0,0,-2986,-0.8000000000000007,-3369,-49,-12
6769,1,10,3,8,11,0,-1,0,5492,1.0,4505,68,11
3703,0,19,-2,-1,1,1,1,0,-2032,0.0,-1876,-64,9
8361,1,-1,-2,-2,0,1,0,0,-67,0.0,-481,34,-10
7175,1,4,1,4,1,-1,0,0,2763,0.40000000000000036,1667,36,3
9448,0,-23,2,3,4,0,1,0,2063,0.0,1430,49,0
2817,1,-1,-4,-4,-6,-1,0,0,-2171,-0.5999999999999996,-2897,-54,9
2868,0,5,-2,2,3,-1,1,0,1947,0.40000000000000036,1677,-1,8
8631,1,-3,5,11,8,-1,1,0,4805,0.7999999999999998,3808,0,-1
4418,0,-4,0,-8,-6,-1,-1,-1,-6578,-1.0,-4807,-73,-11
8236,0,4,-2,-2,1,1,0,0,-244,0.0,1250,56,12
3459,1,8,1,7,11,1,0,0,3843,0.39999999999999947,2831,23,2
295,0,4,0,0,1,0,0,0,-334,0.0,-292,-24,8
8676,1,14,0,12,22,1,1,2,8863,1.3999999999999995,5411,42,26
6625,0,9,2,7,6,1,0,0,3485,0.5999999999999996,2447,37,8
2263,0,-1,-3,-4,-6,-1,0,0,-2815,-1.0,-2607,-48,-13
1693,0,-27,10,1,6,1,1,0,459,0.0,1309,9,5
3938,0,28,1,4,-1,1,-1,0,1176,1.0,3600,26,6
4823,0,73,-4,-5,-8,-1,0,0,-2637,-0.20000000000000018,-1878,-35,8
8708,1,21,1,-3,-6,-1,1,0,-2090,-0.40000000000000036,-2188,-8,-21
6330,1,5,-1,1,4,1,1,0,253,-0.20000000000000018,-121,-46,4
6464,1,7,2,4,7,1,0,0,4538,0.7999999999999998,3618,72,5
9735,1,1,1,5,3,-1,-1,0,3910,0.6000000000000005,3400,25,13
1747,0,-5,5,-2,-1,-1,0,0,-1257,-0.20000000000000018,333,-37,24
6199,0,-4,0,-1,-4,0,1,0,-1367,-0.20000000000000018,-412,21,-8
8179,1,3,-2,1,-1,0,0,0,714,0.6000000000000005,1650,6,18
4202,0,26,1,5,13,-1,-1,0,1721,0.6000000000000005,1678,-31,1
8173,0,3,-2,1,6,-1,0,0,1497,0.20000000000000018,717,23,7
1137,0,6,-2,1,0,-1,0,0,-1951,-0.40000000000000036,-872,-22,-16
5993,0,62,-1,-4,-3,-1,-1,0,-2560,-0.40000000000000036,-2062,-3,-32
8021,0,-1,-2,-1,-4,-1,0,0,-994,0.0,266,-4,19
7966,1,8,-2,2,-1,1,0,0,2276,0.39999999999999947,1630,53,11
4462,0,0,0,-2,1,0,0,0,-1272,-0.6000000000000005,-2335,-17,3
446,1,0,-1,2,2,1,0,0,1428,0.20000000000000018,701,42,-19
5018,0,-2,1,-3,-3,-1,-1,0,-2084,0.20000000000000018,-851,-66,28
1827,0,-46,17,0,4,1,0,0,928,0.20000000000000018,955,8,29
9431,0,-57,-2,-3,0,0,0,0,-1415,-0.5999999999999996,-1826,-46,-31
8111,1,-15,3,8,13,1,0,0,4135,0.20000000000000018,1375,36,-8
9183,0,-22,0,-2,-3,1,-1,0,-1949,-0.20000000000000018,-1983,-23,3
4325,0,-7,3,-3,-4,0,0,0,-519,0.40000000000000036,1292,18,22
346,0,4,3,2,5,1,-1,0,2536,0.7999999999999998,3339,8,36
4926,0,-2,2,-6,-9,0,0,0,-2450,-0.40000000000000036,-1150,-12,15
8198,0,23,2,-4,-10,-1,0,0,-2262,-0.6000000000000005,-1763,19,-12
3659,0,0,-1,7,8,1,0,1,4535,0.5999999999999996,1970,10,12
3136,0,2,-1,-7,-7,-1,-1,-1,-5571,-1.0,-3921,-64,-13
2648,1,-7,2,0,3,-1,-1,0,-201,-0.6000000000000005,-1702,-61,-8
2231,0,-3,6,1,-4,1,0,0,1457,0.40000000000000036,1939,36,6
4869,1,-24,-2,2,7,0,-1,0,482,-0.7999999999999998,-2053,-29,-3
4687,1,1,2,3,6,1,1,0,617,0.20000000000000018,866,-32,2
7653,0,3,2,1,4,1,0,0,-996,-0.40000000000000036,-1894,-51,-16
4586,1,-3,2,-4,-4,0,-1,0,-1198,-0.20000000000000018,-833,7,12
5587,0,-4,-1,0,-3,0,0,0,46,0.39999999999999947,881,30,-17
2316,0,-2,1,7,12,0,-1,0,4318,0.7999999999999998,2821,35,4
6506,1,3,3,5,9,-1,-1,0,1601,0.40000000000000036,1229,-6,-15
1327,1,-1,1,6,4,1,0,0,3075,0.40000000000000036,1798,20,31
4597,1,-3,-1,3,4,-1,0,0,1863,0.0,464,-4,8
8244,1,-4,0,-1,-1,-1,0,-1,-1398,-0.20000000000000018,-26,0,16
6105,0,4,-2,-2,-2,-1,1,1,1000,0.20000000000000018,346,26,11
7404,1,1,1,5,4,1,0,0,4235,0.5999999999999996,3554,67,-4
7320,1,6,5,1,3,0,1,0,2788,0.20000000000000018,558,47,-1
2566,1,-80,-1,0,-2,-1,-1,0,197,0.20000000000000018,1883,24,5
7157,1,0,0,-2,2,-1,0,0,668,-0.20000000000000018,-462,20,4
6027,0,-6,1,1,-4,0,0,0,1409,0.6000000000000005,2767,38,16
4994,1,18,0,1,2,1,0,0,523,-0.20000000000000018,-69,-28,3
542,1,4,0,0,3,1,0,0,-484,-0.40000000000000036,-1416,4,-8
1037,0,-26,21,-5,-3,0,0,-1,-5219,-0.8000000000000007,-3480,-98,2
2054,1,15,4,4,7,1,1,0,1509,-0.20000000000000018,-543,-18,-15
2743,1,-7,2,1,-1,0,0,0,316,-0.1999999999999993,-1561,-43,0
5263,1,27,-2,4,5,1,-1,0,4197,0.6000000000000005,3107,65,11
352,1,6,3,3,2,1,1,0,1574,0.40000000000000036,1834,11,17
7531,1,0,0,-1,1,-1,0,0,-450,-0.6000000000000005,-1721,-25,-3
4433,0,-17,-1,1,-3,0,0,0,-978,-0.20000000000000018,-1076,-2,-12
6457,1,-2,0,3,3,-1,0,0,2711,0.40000000000000036,1931,50,10
7331,0,-43,-6,-4,-9,1,0,0,-2459,-0.6000000000000005,-2110,-11,-16
1933,1,2,-2,-4,-6,0,0,0,-1634,-0.8000000000000007,-1916,20,0
137,1,0,-1,8,8,-1,1,0,4083,0.6000000000000005,2884,36,-15
4798,0,-45,-1,-5,-6,-1,1,0,-1724,-0.40000000000000036,-1515,23,-3
1591,0,2,1,0,0,-1,1,0,-521,-0.6000000000000005,-1275,-23,7
6697,1,0,-1,1,1,1,0,0,2453,0.40000000000000036,1802,69,8
3597,0,5,0,-7,-14,-1,0,0,-4024,-0.6000000000000005,-1999,-35,12
2715,1,5,-2,0,0,0,0,0,-146,0.0,557,5,-11
3482,1,3,-1,-4,-3,-1,0,0,-2002,-0.20000000000000018,-565,-8,-11
4321,1,-25,-4,-5,-9,-1,0,0,-3096,-0.7999999999999998,-3752,-16,-20
4521,1,0,1,5,3,1,0,0,3156,0.20000000000000018,1621,34,2
1094,1,-3,2,-5,-15,1,0,0,-3011,-0.20000000000000018,-1199,-28,20
9655,0,-5,4,-3,-1,0,0,0,-3656,-0.8000000000000007,-2866,-11,-42
598,1,31,1,2,-4,1,0,0,976,0.40000000000000036,2257,-17,25
655,0,5,3,5,4,-1,0,0,2718,0.0,1185,-22,12
8922,0,-25,0,0,0,0,0,0,-112,0.0,233,-6,-11
36,0,-2,2,-6,-3,1,0,0,-2771,-0.20000000000000018,-1125,-17,20
3525,0,0,1,-6,-15,-1,0,0,-2593,-0.20000000000000018,-1668,-60,19
8641,1,1,2,3,6,1,0,0,2253,-0.1999999999999993,772,22,0
4181,1,4,2,-4,-8,1,-1,0,-1768,0.20000000000000018,-963,17,2
4908,0,-3,2,-7,-5,0,0,0,-3283,-0.20000000000000018,-582,18,-9
5427,0,27,-1,-3,-5,-1,0,0,-616,0.20000000000000018,728,6,16
2939,0,-35,4,3,7,1,-1,0,1506,-0.20000000000000018,-169,27,-4
4412,1,-21,2,2,-1,1,1,0,1219,0.0,232,-3,6
6070,0,1,-1,-1,-1,-1,0,0,-572,-0.20000000000000018,-636,-10,4
2503,0,69,2,0,-6,1,0,0,-418,0.1999999999999993,185,4,-9
5473,0,1,0,0,-2,-1,0,0,-809,0.20000000000000018,411,-25,7
4890,0,2,-1,-1,-3,-1,0,0,-1860,-0.1999999999999993,-720,-20,-7
5819,0,-3,-1,-2,0,-1,0,0,-1567,0.0,-713,-31,10
3237,0,-4,-1,-1,0,-1,1,0,-2114,-0.40000000000000036,-1121,-70,9
8424,1,1,-3,-1,4,1,-1,0,-2132,-0.40000000000000036,-2887,-33,-11
4487,0,-18,1,-2,-2,0,0,0,-915,-0.20000000000000018,-1035,-11,-17
1807,1,2,0,-3,-6,1,-1,0,-1860,-0.6000000000000005,-2194,-12,0
9000,0,-3,0,-7,-12,-1,0,0,-3371,-0.5999999999999996,-2094,-19,-13
7779,1,37,0,6,6,1,1,0,1878,0.20000000000000018,703,28,-6
8456,0,128,-1,-4,-6,1,0,0,-1540,0.20000000000000018,-313,18,8
7241,1,-4,4,0,2,1,0,0,-578,-0.40000000000000036,-1149,-21,-12
26,0,8,-2,2,6,1,0,0,1260,0.20000000000000018,-55,-24,8
3249,1,0,-3,0,1,0,-1,0,1202,-0.20000000000000018,-535,18,-9
6418,0,-2,2,-1,-5,1,0,0,96,0.8000000000000007,2988,30,20
6376,0,4,1,4,1,-1,1,0,2605,0.40000000000000036,2260,3,13
9328,0,2,-3,-3,-6,-1,-1,0,-1267,-0.20000000000000018,427,7,8
8655,1,1,0,-7,-13,0,0,0,-3442,-0.7999999999999998,-2915,-19,7
252,0,-22,1,-2,-10,1,-1,0,-1419,-0.20000000000000018,-1156,7,4
3161,0,-23,-3,-4,-1,-1,0,0,-1228,-0.6000000000000005,-1785,-2,-4
9716,0,5,1,3,0,1,1,0,1039,0.0,1629,-30,24
9511,1,-1,1,3,5,1,0,0,1873,0.39999999999999947,1987,47,0
5279,0,29,1,-1,-1,1,0,0,-892,0.0,-818,-27,-2
2321,1,3,0,-7,-13,-1,0,-1,-3874,-1.0,-2608,-32,1
1976,1,37,1,-3,-2,1,0,0,-1488,0.0,-572,-8,0
9315,0,33,-1,-1,3,-1,-1,0,-1680,-0.6000000000000005,-1155,-54,-13
6505,1,1,-2,2,-1,1,0,0,1295,0.20000000000000018,1330,22,14
1660,0,1,1,-2,2,0,-1,-1,-4322,0.0,-1588,-38,-23
6502,1,35,1,2,6,0,1,0,1385,0.0,969,20,-12
4091,0,-9,-1,6,3,-1,0,0,2507,0.5999999999999996,2680,0,-1
1185,0,3,4,0,1,0,0,0,-4,-0.20000000000000018,-139,39,-23
8634,0,-3,-2,-2,-1,-1,1,0,-1592,-0.20000000000000018,-2117,-19,-3
8744,1,3,1,4,5,-1,-1,0,1605,0.0,755,10,-8
4868,1,0,0,1,3,-1,0,0,-1576,-0.20000000000000018,-1720,-64,-8
8663,1,5,1,13,13,1,0,1,8553,1.1999999999999993,4873,88,3
9619,0,-28,-3,-9,-13,-1,0,0,-1931,-0.20000000000000018,-299,18,21
9094,0,3,-2,0,-4,-1,-1,0,296,0.20000000000000018,1046,2,12
8782,0,-70,-1,3,5,0,0,0,1753,0.20000000000000018,963,-5,15
6541,0,69,3,-4,-2,-1,0,0,-3003,-0.8000000000000007,-2118,-48,-10
5858,1,-5,2,-2,-3,-1,0,0,173,0.1999999999999993,461,17,0
6708,0,1,0,2,-2,0,-1,0,646,0.40000000000000036,1756,7,-17
518,0,-2,0,-3,-3,-1,0,0,-2105,0.0,-1094,-2,12
5749,1,-1,-1,1,2,1,1,0,942,0.40000000000000036,1300,-13,15
1584,0,-4,-2,-5,-5,-1,0,0,-3132,0.0,-1630,-26,10
1928,1,-6,0,2,3,0,0,0,888,0.0,1005,-16,26
460,1,0,0,-1,1,0,0,0,-1190,0.0,-911,-17,-13
7105,0,-1,1,-3,-6,-1,0,0,-934,0.20000000000000018,-732,-15,3
2703,0,15,-1,1,2,1,0,0,6,-0.40000000000000036,205,-10,2
8015,1,-29,8,2,3,-1,0,0,1937,0.20000000000000018,1019,17,2
9877,1,-52,0,-1,2,1,0,0,-839,-0.6000000000000005,-1085,-23,8
